1000_GRAIN_WEIGHT,PLANT_HEIGHT,LODGING_PERCENT_HARVESTED_AREA,AGRONOMIC_SCORE,DAYS_TO_HEADING,RELATIVE_MATURITY,LEAF_RUST,STRIPE_RUST_ON_LEAF,SELECTED_CHECK_MARK,STEM_RUST,DAYS_TO_MATURITY,SEPTORIA_SPECIES,TEST_WEIGHT,GRAIN_PROTEIN,GRAIN_SDS_SEDIMENTATION,SEDIMENTATION_INDEX,YELLOW_COLOR_VALUE,FUSARIUM_SPP,OTHER_UNIDENTIFIED_FOLIAR_BLIGHTS,GRAINS_SPIKE,MOISTURE_PERCENTAGE,SPIKE_LENGTH,TILLERS_BY_METER,POWDERY_MILDEW,GLUTEN_CONTENT,GRAIN_YIELD
,76,0,3,134,,,,0,,,,,,,,,,,,,,,,,7
40,64,0,3,,,,,,,,,,,,,,,,,,,,,,1
39.4,65,0,3,,,,,,,,,,,,,,,,,,,,,,1
43.83,95,80,,173,,0.2,,,,,1,82.4,,,,,,,,,,,3,,7
,,100,,172,,0.2,,,,,1,,,,,,,,,,,,3,,6
37.6,80,10,3,100,,1,,,,,1,,,,,,5,,,,,,,,4
35.5,77,20,4,103,,10,,,,,2,,,,,,5,,,,,,,,3
,80,20,,86,,10,,,30,154,,,,,,,,,,,,,,,5
,80,20,,85,,,,,,154,,,,,,,,,,,,,,,5
47,79,,5,70,,,,,,,,,,,,,,,,,,,,,4
48,85,,5,69,,,,,,,,,,,,,,,,,,,,,5
44.3,90,,3,130,,,,0,,,,,,,,,,,,,,,,,2
44.1,90,,4,130,,,,1,,,,,,,,,,,,,,,,,3
44.3,89,,3,,,,,1,,,,,,,,,,,,,,,,,2
43.5,90,,4,,,,,,,,,,,,,,,,,,,,,,2
,100,,,96,,,,,,144,,,,,,,,,,,,,,,6
,98,,,103,,,,,,153,,,,,,,,,,,,,,,7
,120,,,109,,,,,,,,,,,,,,,,,,,,,9
,100,,,106,,,,,,,,,,,,,,,,,,,,,9
,105,,,99,,,,,,153,,,,,,,,,,,,,,,7
,100,,,98,,,,,,154,,,,,,,,,,,,,,,7
37.3,105,,5,100,,,,,,,,,,,,,,,,,,,,,6
35.6,100,,4,96,,,,,,,,,,,,,,,,,,,,,6
,105,,,93,,,,,,143,,,,,,,,,,,,,,,7
,110,,,92,,,,,,140,,,,,,,,,,,,,,,8
65,93,,,91,,,,,,,,,,,,,,,,,,,,,6
56,91,,,81,,,,,,,,,,,,,,,,,,,,,4
38,95,10,3,70,,,,,,,,,,,,,,,,,,,,,6
,,0,,,,,,,,,,,,,,,,,,,,,,,7
44.4,101,50,3,121,,,,,,165,5,,,,,,,,,,,,,,7
40.8,105,80,2,123,,,,,,163,4,,,,,,,,,,,,,,4
,86.7,,4,91,,,,,,,,,,,,,,,,,,,,,4
,82.3,,4,91,,,,,,,,,,,,,,,,,,,,,4
,77,,4,125,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,1
47.6,109,,3,176,,,,,,,,,,,,,,,,,,,,,7
,106,,3,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
,97,,,119,,,,,,,,,,,,,,,,,,,,,5
,99,,,117,,,,,,,,,,,,,,,,,,,,,6
44.9,92.1,,,119,,,,,,,,80.8,9.71,,,,,,,,,,,34.8,6
43,88.7,,,120,,,,,,,,78.7,9.41,,,,,,,,,,,34.4,8
,105,,4,97,,32,4,,24,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,8
47.1,100,,,109,,,40,,,,,87.6,,,,,,,,,,,,,5
,105,,,123,,,,,,,,,,,,,,,,,,,,,10
,110,,,123,,,,,,,,,,,,,,,,,,,,,10
,105,,,123,,,,,,,,,,,,,,,,,,,,,10
,110,,,123,,,,,,,,,,,,,,,,,,,,,10
,100,,,,,,,,,,,,,,,,,,,,,,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,11
,100,,,,,,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,9
35,87,,3,70,,,,,,,,,,,,,,,,,,,,,2
41,80,,2,69,,,,,,,,,,,,,,,,,,,,,2
34.6,92,,,123,,,,,,,,,,,,,,,,,,,,,4
,97,,,127,,,,,,,,,,,,,,,,,,,,,7
48.8,98,,,76,,,,,,,,,,,,,,,,,,,,,4
44.8,98,,,77,,,,,,,,,,,,,,,,,,,,,4
41,93,,4,66,,,,,,,,,,,,,,,,,,,,,5
41.5,88,,4,68,,,,,,,,,,,,,,,,,,,,,6
,88,,,57,,0,,,40,104,,,,,,,,,,,,,,,5
36,90,,3,97,,,5,,,,,,,,,,,,,,,,,,2
45,90,,3,62,,,,,,,,,,,,,,,,,,,,,4
47,90,,4,62,,,,,,,,,,,,,,,,,,,,,5
42.12,92.4,,,46,,,,,40,,,,,,,,,,,,,,,,4
30.02,91.7,,,48,,,,,,,,,,,,,,,,,,,,,3
66.019,81.67,,4,68,,,,,,,,,,,,,,,,,,,,,3
66.458,88.33,,3,69,,,,,,,,,,,,,,,,,,,,,2
36.4,85,40,4,90,,,,,,127,,,,,,,,8,52,12.4,7.4,342,,,5
40.1,85.4,20,4,90,,,,,,127,,,,,,,,4,62,11.6,8,266,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,5
,65,,,,4,,,,,,,,,,,,,,,,,,,,3
,75,,,,3,,,,,,,,,,,,,,,,,,,,4
38.6,,,,72,,,,,,,,80.2,14.6,9.5,0.65,17.5,,,,,,,,,3
37.5,,,,71,,,,,,,,80,14.9,10,0.67,18,,,,,,,,,3
52.4,,,,74,,,,,,,,82.1,11.7,7.5,0.64,15.6,,,,,,,,,8
51.3,,,,76,,,,,,,,81.9,11.5,7.5,0.65,15.5,,,,,,,,,7
,85,,,96,,5,8,,,,,,,,,,,,,,,,,,5
,80,,,96,,1,16,,,,,,,,,,,,,,,,,,4
,96,0,1,131,,,,0,,,,,,,,,,,,,,,,,8
,83,0,4,134,,,,0,,,,,,,,,,,,,,,,,7
43.6,67,0,3,,,,,,,,,,,,,,,,,,,,,,1
44.6,64,0,3,,,,,,,,,,,,,,,,,,,,,,2
36.19,102,100,,173,,12,,,,,1,77.2,,,,,,,,,,,1,,8
,,60,,176,,32,,,,,1,,,,,,,,,,,,1,,8
34.8,77,0,4,101,,1,,,,,1,,,,,,0,,,,,,,,3
30.6,92,5,4,102,,13,,,,,1,,,,,,0,,,,,,,,5
,85,20,,86,,20,,,50,154,,,,,,,,,,,,,,,7
,80,20,,86,,,,,,154,,,,,,,,,,,,,,,5
43,75,,5,69,,,,,,,,,,,,,,,,,,,,,4
44.5,80,,5,69,,,,,,,,,,,,,,,,,,,,,3
39.9,89,,2,132,,,,0,,,,,,,,,,,,,,,,,2
38.7,88,,2,132,,,,0,,,,,,,,,,,,,,,,,2
41.2,87,,2,,,,,,,,,,,,,,,,,,,,,,2
38.7,88,,3,,,,,,,,,,,,,,,,,,,,,,2
,85,,,104,,,,,,145,,,,,,,,,,,,,,,5
,100,,,98,,,,,,147,,,,,,,,,,,,,,,7
,110,,,101,,,,,,,,,,,,,,,,,,,,,5
,100,,,105,,,,,,,,,,,,,,,,,,,,,9
,95,,,98,,,,,,152,,,,,,,,,,,,,,,7
,100,,,98,,,,,,152,,,,,,,,,,,,,,,7
39,95,,5,90,,,,,,,,,,,,,,,,,,,,,6
33.9,85,,5,91,,,,,,,,,,,,,,,,,,,,,6
,105,,,93,,,,,,142,,,,,,,,,,,,,,,8
,110,,,91,,,,,,140,,,,,,,,,,,,,,,9
52,88,,,81,,,,,,,,,,,,,,,,,,,,,6
46,83,,,80,,,,,,,,,,,,,,,,,,,,,4
36,90,0,3,66,,,,,,,,,,,,,,,,,,,,,6
,,0,,,,,,,,,,,,,,,,,,,,,,,6
44,103,50,3,121,,,,,,165,6,,,,,,,,,,,,,,6
46,102,0,3,121,,,,,,164,4,,,,,,,,,,,,,,7
,76.7,,4,91,,,,,,,,,,,,,,,,,,,,,4
,81,,4,91,,,,,,,,,,,,,,,,,,,,,3
,68,,4,124,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,1
42.4,100,,3,177,,,,,,,,,,,,,,,,,,,,,8
,103,,3,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,7
,97,,,115,,,,,,,,,,,,,,,,,,,,,4
,90,,,117,,,,,,,,,,,,,,,,,,,,,7
51,85.4,,,123,,,,,,,,82.7,9.05,,,,,,,,,,,30.8,7
48.9,81.4,,,124,,,,,,,,81.3,8.71,,,,,,,,,,,29.8,9
,102,,4,94,,,8,,8,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,7
37.3,95,,,109,,,40,,,,,84,,,,,,,,,,,,,5
,103,,,120,,,12,,,,,,,,,,,,,,,,,,9
,115,,,120,,,12,,,,,,,,,,,,,,,,,,9
,103,,,120,,,12,,,,,,,,,,,,,,,,,,10
,115,,,120,,,12,,,,,,,,,,,,,,,,,,10
,95,,,,,,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,10
,95,,,,,,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,9
44,92,,5,74,,,,,,,,,,,,,,,,,,,,,5
40,82,,5,73,,,,,,,,,,,,,,,,,,,,,5
28.8,95,,,116,,,,,,,,,,,,,,,,,,,,,5
,89,,,116,,,,,,,,,,,,,,,,,,,,,5
45.4,94,,,71,,,,,,,,,,,,,,,,,,,,,5
41.1,80,,,70,,,,,,,,,,,,,,,,,,,,,5
34.9,91,,4,70,,,,,,,,,,,,,,,,,,,,,4
33.7,84,,4,72,,,,,,,,,,,,,,,,,,,,,5
,80,,,57,,4,,,5,102,,,,,,,,,,,,,,,5
30,86,,2,96,,,5,,,,,,,,,,,,,,,,,,2
35,95,,4,62,,,,,,,,,,,,,,,,,,,,,4
37,90,,3,62,,,,,,,,,,,,,,,,,,,,,4
40.08,94,,,49,,,,,40,,,,,,,,,,,,,,,,3
34.38,93,,,50,,,,,,,,,,,,,,,,,,,,,2
61.519,81.67,,4,68,,,,,,,,,,,,,,,,,,,,,3
62.152,83.33,,4,68,,,,,,,,,,,,,,,,,,,,,3
37.5,79.8,40,4,86,,,,,,123,,,,,,,,9,58,12,6.8,296,,,5
28.9,79.2,20,4,88,,,,,,123,,,,,,,,4,53,10.8,7.6,344,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,6
,65,,,,4,,,,,,,,,,,,,,,,,,,,3
,65,,,,4,,,,,,,,,,,,,,,,,,,,3
34.5,,,,70,,,,,,,,77.7,16.1,12,0.74,18.6,,,,,,,,,3
35.3,,,,69,,,,,,,,78.4,16.1,12,0.74,18.6,,,,,,,,,3
49.8,,,,73,,,,,,,,81.6,12.4,8,0.64,16.1,,,,,,,,,7
50.3,,,,75,,,,,,,,80.7,12.1,8,0.66,16.8,,,,,,,,,7
,70,,,94,,1,4,,,,,,,,,,,,,,,,,,5
,75,,,92,,0,4,,,,,,,,,,,,,,,,,,4
,84,20,3,130,,,,0,,,,,,,,,,,,,,,,,7
,77,0,4,135,,,,0,,,,,,,,,,,,,,,,,5
36.4,61,0,3,,,,,,,,,,,,,,,,,,,,,,1
37.7,58,0,3,,,,,,,,,,,,,,,,,,,,,,1
36.65,78,50,,171,,60,,,,,1,76.5,,,,,,,,,,,2,,2
,,50,,172,,60,,,,,1,,,,,,,,,,,,1,,2
35,75,0,3,99,,1,,,,,2,,,,,,5,,,,,,,,4
33.2,76,0,4,100,,13,,,,,2,,,,,,1,,,,,,,,5
,75,20,,84,,20,,,40,153,,,,,,,,,,,,,,,6
,80,20,,85,,,,,,154,,,,,,,,,,,,,,,5
45.5,75,,5,70,,,,,,,,,,,,,,,,,,,,,3
46,75,,5,70,,,,,,,,,,,,,,,,,,,,,3
42.2,92,,2,127,,,,0,,,,,,,,,,,,,,,,,2
37.8,90,,1,129,,,,0,,,,,,,,,,,,,,,,,2
42.2,88,,2,,,,,,,,,,,,,,,,,,,,,,2
37.8,90,,2,,,,,,,,,,,,,,,,,,,,,,2
,95,,,98,,,,,,141,,,,,,,,,,,,,,,5
,100,,,95,,,,,,145,,,,,,,,,,,,,,,7
,100,,,104,,,,,,,,,,,,,,,,,,,,,9
,100,,,104,,,,,,,,,,,,,,,,,,,,,10
,100,,,97,,,,1,,152,,,,,,,,,,,,,,,8
,95,,,97,,,,,,148,,,,,,,,,,,,,,,5
42.6,95,,5,94,,,,,,,,,,,,,,,,,,,,,6
38,90,,4,91,,,,,,,,,,,,,,,,,,,,,5
,110,,,90,,,,,,140,,,,,,,,,,,,,,,8
,110,,,93,,,,,,140,,,,,,,,,,,,,,,9
51,89,,,92,,,,,,,,,,,,,,,,,,,,,7
53,91,,,89,,,,,,,,,,,,,,,,,,,,,6
39,90,0,4,67,,,,,,,,,,,,,,,,,,,,,7
,,0,,,,,,,,,,,,,,,,,,,,,,,7
45.2,102,0,5,122,,,,,,163,4,,,,,,,,,,,,,,9
46,107,0,4,122,,,,,,165,6,,,,,,,,,,,,,,9
,80.7,,4,92,,,,,,,,,,,,,,,,,,,,,4
,83,,5,92,,,,,,,,,,,,,,,,,,,,,4
,74,,3,124,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,2
45.2,101,,3,175,,,,,,,,,,,,,,,,,,,,,7
,101,,3,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
,95,,,116,,,,,,,,,,,,,,,,,,,,,5
,97,,,116,,,,,,,,,,,,,,,,,,,,,5
42.8,95.4,,,121,,,,,,,,80.3,10.17,,,,,,,,,,,32.6,5
39.4,90.4,,,122,,,,,,,,80.5,10.17,,,,,,,,,,,32.6,4
,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,5
,95,,5,94,,,,,,,8.2,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,6
43.5,100,,,109,,,40,,,,,85.2,,,,,,,,,,,,,6
,105,,,122,,,,,,,5,,,,,,,,,,,,,,10
,110,,,122,,,,,,,5,,,,,,,,,,,,,,10
,105,,,122,,,,,,,5,,,,,,,,,,,,,,12
,110,,,122,,,,,,,5,,,,,,,,,,,,,,12
,102,,,,,,,,,,,,,,,,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,,,,,13
,102,,,,,,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,10
43,82,,4,73,,,,,,,,,,,,,,,,,,,,,3
41,85,,2,75,,,,,,,,,,,,,,,,,,,,,2
32.3,91,40,,117,,,,,,,,,,,,,,,,,,,,,4
,93,,,121,,,,,,,,,,,,,,,,,,,,,7
49.8,96,,5,75,,,,,,,,,,,,,,,,,,,,,5
45.1,98,,,74,,,,,,,,,,,,,,,,,,,,,6
34.5,93,,3,72,,,,,,,,,,,,,,,,,,,,,4
36.1,91,,3,73,,,,,,,,,,,,,,,,,,,,,4
,84,,,60,,0,,,40,106,,,,,,,,,,,,,,,4
36,100,,3,101,,,,,,,,,,,,,,,,,,,,,3
40,95,,3,64,,,,,,,,,,,,,,,,,,,,,5
39,95,,4,64,,,,,,,,,,,,,,,,,,,,,3
38.25,81.8,,,47,,,,,60,,,,,,,,,,,,,,,,3
27.44,81,,,46,,,,,,,,,,,,,,,,,,,,,2
62.991,85,,3,69,,,,,,,,,,,,,,,,,,,,,2
63.124,83.33,,4,70,,,,,,,,,,,,,,,,,,,,,2
28.4,90.4,0,4,88,,,,,,124,,,,,,,,9,38,11.4,6.8,332,,,4
35.1,83.2,40,4,90,,,,,,124,,,,,,,,9,51,11,7,346,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,7
,65,,,,3,,,,,,,,,,,,,,,,,,,,3
,65,,,,5,,,,,,,,,,,,,,,,,,,,4
36.4,,,,71,,,,,,,,78.4,15.9,10,0.63,19.6,,,,,,,,,3
38.7,,,,70,,,,,,,,78.4,15.5,10,0.64,19.6,,,,,,,,,3
50,,,,72,,,,,,,,81.9,12.1,8.5,0.71,17.4,,,,,,,,,7
49.9,,,,72,,,,,,,,82.3,12.1,8.5,0.7,17.8,,,,,,,,,8
,75,,,91,,4,0,,,,,,,,,,,,,,,,,,4
,75,,,91,,0,4,,,,,,,,,,,,,,,,,,3
,86,0,2,131,,,,1,,,,,,,,,,,,,,,,,7
,94,30,3,132,,,,0,,,,,,,,,,,,,,,,,9
40,71,0,3,,,,,,,,,,,,,,,,,,,,,,2
39.7,69,0,3,,,,,,,,,,,,,,,,,,,,,,2
36.09,95,100,,172,,12,,,,,1,76.5,,,,,,,,,,,2,,8
,,100,,175,,0.2,,,,,1,,,,,,,,,,,,2,,8
35.6,71,20,3,99,,1,,,,,2,,,,,,15,,,,,,,,3
36.9,71,10,3,100,,5,,,,,1,,,,,,1,,,,,,,,3
,85,20,,86,,40,,,40,154,,,,,,,,,,,,,,,7
,86,20,,86,,,,,,154,,,,,,,,,,,,,,,3
44,82,,5,70,,,,,,,,,,,,,,,,,,,,,5
42.5,75,,5,70,,,,,,,,,,,,,,,,,,,,,4
47.4,91,,3,130,,,,0,,,,,,,,,,,,,,,,,2
38.5,90,,4,133,,,,0,,,,,,,,,,,,,,,,,2
45.3,91,,4,,,,,1,,,,,,,,,,,,,,,,,2
36.6,89,,3,,,,,,,,,,,,,,,,,,,,,,2
,90,,,103,,,,,,144,,,,,,,,,,,,,,,5
,100,,,106,,,,,,149,,,,,,,,,,,,,,,7
,100,,,107,,,,,,,,,,,,,,,,,,,,,7
,110,,,107,,,,,,,,,,,,,,,,,,,,,8
,105,,,100,,,,,,153,,,,,,,,,,,,,,,7
,105,,,100,,,,,,149,,,,,,,,,,,,,,,7
30,95,,5,95,,,,,,,,,,,,,,,,,,,,,6
40,95,,3,96,,,,,,,,,,,,,,,,,,,,,5
,100,,,94,,,,,,141,,,,,,,,,,,,,,,8
,110,,,92,,,,,,142,,,,,,,,,,,,,,,9
51,83,,,93,,,,,,,,,,,,,,,,,,,,,5
37,83,,,76,,,,,,,,,,,,,,,,,,,,,4
34,95,0,4,68,,,,,,,,,,,,,,,,,,,,,7
,,0,,,,,,,,,,,,,,,,,,,,,,,8
40.4,99,10,4,121,,,,,,165,4,,,,,,,,,,,,,,7
41.6,102,30,3,122,,,,,,165,4,,,,,,,,,,,,,,8
,84.3,,5,92,,,,,,,,,,,,,,,,,,,,,4
,81.3,,5,92,,,,,,,,,,,,,,,,,,,,,4
,75,,3,125,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,1
43.2,101,,3,176,,,,,,,,,,,,,,,,,,,,,7
,103,,3,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
,97,,,116,,,,,,,,,,,,,,,,,,,,,6
,97,,,116,,,,,,,,,,,,,,,,,,,,,5
42.9,89.7,,,120,,,,,,,,79.2,8.77,,,,,,,,,,,35.8,6
41.2,84.7,,,120,,,,,,,,81.9,9.81,,,,,,,,,,,38.8,4
,,,,,,,,,,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,4
,92,,5,96,,4,4,,16,,8.2,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,7
39.4,100,,,110,,,40,,,,,83,,,,,,,,,,,,,6
,102,,,123,,,,,,,7,,,,,,,,,,,,,,10
,110,,,123,,,,,,,7,,,,,,,,,,,,,,10
,102,,,123,,,,,,,7,,,,,,,,,,,,,,11
,110,,,123,,,,,,,7,,,,,,,,,,,,,,11
,100,,,,,,,,,,,,,,,,,,,,,,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,9
,100,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
45,94,,5,76,,,,,,,,,,,,,,,,,,,,,5
42,93,,5,73,,,,,,,,,,,,,,,,,,,,,5
42.6,93,40,,122,,,,,,,,,,,,,,,,,,,,,5
,91,,,125,,,,,,,,,,,,,,,,,,,,,6
41.4,92,,5,77,,,,,,,,,,,,,,,,,,,,,5
35.2,92,,,75,,,,,,,,,,,,,,,,,,,,,6
35.4,94,,4,74,,,,,,,,,,,,,,,,,,,,,5
34.9,89,,4,76,,,,,,,,,,,,,,,,,,,,,5
,83,,,60,,0,,,40,104,,,,,,,,,,,,,,,5
30,90,,3,103,,,,,,,,,,,,,,,,,,,,,2
34,90,,3,66,,,,,,,,,,,,,,,,,,,,,5
35,95,,3,70,,,,,,,,,,,,,,,,,,,,,3
37.65,88.8,,,49,,,,,10,,,,,,,,,,,,,,,,4
24.99,88,,,48,,,,,,,,,,,,,,,,,,,,,2
56.525,83.33,,2,75,,,,,,,,,,,,,,,,,,,,,2
56.987,81.67,,2,70,,,,,,,,,,,,,,,,,,,,,2
35.9,87.2,0,4,90,,,,,,123,,,,,,,,9,30,12.5,6.4,318,,,4
36.4,77.8,0,5,89,,,,,,123,,,,,,,,6,47,11.1,6,260,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,7
30.5,65,,,,4,,,,,,,,,,,,,,,,,,,,3
,65,,,,4,,,,,,,,,,,,,,,,,,,,4
37.6,,,,73,,,,,,,,78.6,16.7,10,0.6,18.3,,,,,,,,,3
38.7,,,,73,,,,,,,,79.8,15.1,10,0.66,18.1,,,,,,,,,4
50.8,,,,74,,,,,,,,81.9,12.1,9,0.74,16.5,,,,,,,,,9
49.8,,,,75,,,,,,,,81.4,12.2,9,0.74,16.6,,,,,,,,,7
,80,,,92,,8,0,,,,,,,,,,,,,,,,,,4
,80,,,92,,0,4,,,,,,,,,,,,,,,,,,4
,83,30,2,131,,,,1,,,,,,,,,,,,,,,,,7
,78,100,3,138,,,,1,,,,,,,,,,,,,,,,,6
38.8,69,0,2,,,,,,,,,,,,,,,,,,,,,,1
37.7,72,0,2,,,,,,,,,,,,,,,,,,,,,,1
34.91,92,100,,175,,12,,,,,1,77.9,,,,,,,,,,,2,,8
,,100,,177,,0.2,,,,,1,,,,,,,,,,,,1,,9
35.3,72,10,3,101,,1,,,,,1,,,,,,1,,,,,,,,4
32.4,80,5,4,103,,5,,,,,1,,,,,,5,,,,,,,,6
,80,20,,88,,20,,,10,155,,,,,,,,,,,,,,,7
,85,20,,87,,,,,,154,,,,,,,,,,,,,,,4
41,75,,5,67,,,,,,,,,,,,,,,,,,,,,3
40,82,,5,74,,,,,,,,,,,,,,,,,,,,,5
42.1,95,,2,132,,,,0,,,,,,,,,,,,,,,,,2
40.2,91,,3,134,,,,0,,,,,,,,,,,,,,,,,2
42.1,89,,2,,,,,,,,,,,,,,,,,,,,,,2
40.1,91,,3,,,,,,,,,,,,,,,,,,,,,,2
,90,,,103,,,,,,146,,,,,,,,,,,,,,,6
,95,,,103,,,,,,152,,,,,,,,,,,,,,,6
,90,,,107,,,,,,,,,,,,,,,,,,,,,10
,120,,,104,,,,,,,,,,,,,,,,,,,,,6
,95,,,102,,,,1,,155,,,,,,,,,,,,,,,8
,100,,,102,,,,,,153,,,,,,,,,,,,,,,7
36.3,100,,5,103,,,,,,,,,,,,,,,,,,,,,6
39.4,90,,3,100,,,,,,,,,,,,,,,,,,,,,5
,100,,,92,,,,,,140,,,,,,,,,,,,,,,5
,105,,,92,,,,,,142,,,,,,,,,,,,,,,6
58,84,,,86,,,,,,,,,,,,,,,,,,,,,5
51,83,,,91,,,,,,,,,,,,,,,,,,,,,5
31,80,0,3,65,,,,,,,,,,,,,,,,,,,,,6
,,0,,,,,,,,,,,,,,,,,,,,,,,6
42.8,99,50,1,124,,,,,,164,5,,,,,,,,,,,,,,3
40.8,100,60,3,123,,,,,,164,5,,,,,,,,,,,,,,6
,84.7,,4,94,,,,,,,,,,,,,,,,,,,,,4
,80,,3,93,,,,,,,,,,,,,,,,,,,,,3
,77,,3,125,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,2
42.4,98,,3,176,,,,,,,,,,,,,,,,,,,,,7
,93,,3,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,8
,96,,,116,,,,,,,,,,,,,,,,,,,,,6
,98,,,117,,,,,,,,,,,,,,,,,,,,,6
45.5,94.6,,,118,,,,,,,,78.4,8.48,,,,,,,,,,,33,7
44.4,91.6,,,119,,,,,,,,80.1,8.36,,,,,,,,,,,33.6,5
,94,,5,95,,,4,,8,,7.2,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
41.3,95,,,112,,,10,,,,,84.4,,,,,,,,,,,,,7
,95,,,124,,,24,,,,,,,,,,,,,,,,,,10
,100,,,124,,,24,,,,,,,,,,,,,,,,,,10
,95,,,124,,,24,,,,,,,,,,,,,,,,,,8
,100,,,124,,,24,,,,,,,,,,,,,,,,,,8
,95,,,,,,,,,,,,,,,,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,8
,95,,,,,,,,,,,,,,,,,,,,,,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,10
41,94,,4,76,,,,,,,,,,,,,,,,,,,,,3
41,88,,4,78,,,,,,,,,,,,,,,,,,,,,3
39.7,87,,,119,,,,,,,,,,,,,,,,,,,,,4
,86,,,119,,,,,,,,,,,,,,,,,,,,,6
43.7,90,,,74,,,,,,,,,,,,,,,,,,,,,4
38,86,,,75,,,,,,,,,,,,,,,,,,,,,5
32.3,91,,3,77,,,,,,,,,,,,,,,,,,,,,3
35.2,87,,3,79,,,,,,,,,,,,,,,,,,,,,4
,84,,,67,,0,,,40,105,,,,,,,,,,,,,,,4
27,89,,2,100,,,10,,,,,,,,,,,,,,,,,,2
43,100,,3,68,,,,,,,,,,,,,,,,,,,,,4
43,90,,4,66,,,,,,,,,,,,,,,,,,,,,3
31.42,92,,,46,,,,,40,,,,,,,,,,,,,,,,3
26.55,91,,,45,,,,,,,,,,,,,,,,,,,,,2
57.7,75,,2,78,,,,,,,,,,,,,,,,,,,,,2
56.452,86.67,,3,68,,,,,,,,,,,,,,,,,,,,,2
27.5,82.6,20,5,86,,,,,,123,,,,,,,,9,58,10.8,7.8,279,,,4
28.4,79.4,0,5,87,,,,,,122,,,,,,,,8,38,11.4,5.4,332,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,5
,65,,,,3,,,,,,,,,,,,,,,,,,,,3
,65,,,,4,,,,,,,,,,,,,,,,,,,,4
39.7,,,,70,,,,,,,,80.2,14.4,9,0.63,17.9,,,,,,,,,3
37.7,,,,73,,,,,,,,79.5,15.8,10,0.63,18.2,,,,,,,,,3
49.8,,,,73,,,,,,,,81.9,12.1,8,0.66,16.5,,,,,,,,,7
50,,,,75,,,,,,,,81.6,12.3,8,0.65,16.6,,,,,,,,,7
,75,,,96,,0,30,,,,,,,,,,,,,,,,,,5
,70,,,98,,0,24,,,,,,,,,,,,,,,,,,3
,84,0,4,131,,,,0,,,,,,,,,,,,,,,,,6
,84,0,3,134,,,,0,,,,,,,,,,,,,,,,,7
37.2,68,0,3,,,,,,,,,,,,,,,,,,,,,,2
